PointNumber          x          y
2150             0.467601      0.015314
2151             0.426018     -0.098272
2152             0.434228     -0.066753
2153             0.445076     -0.091956
2154             0.409770     -0.080213
2155             0.429677     -0.008874
2156             0.435448     -0.036953
2157             0.412210     -0.020615
2158             0.445086     -0.014776
2159             0.483192     -0.079324
2160             0.453286     -0.060437
2161             0.464134     -0.085640
2162             0.480763     -0.061743
2163             0.449181     -0.076196
2164             0.377275     -0.044097
2165             0.417980     -0.048694
2166             0.393522     -0.062155
2167             0.394742     -0.032356
2168             0.413875     -0.064454
2169             0.415095     -0.034655
2170             0.475904     -0.026581
2171             0.450857     -0.042856
2172             0.460495     -0.020679
2173             0.478333     -0.044162
2174             0.447971     -0.028816
2175             0.465810     -0.052299
2176             0.341123      0.051811
2177             0.368466      0.034337
2178             0.348490      0.026224
2179             0.363700      0.055876
2180             0.415628      0.010275
2181             0.393301      0.020492
2182             0.398161     -0.001466
2183             0.413370      0.028185
2184             0.363226     -0.024948
2185             0.375833      0.008751
2186             0.355858      0.000638
2187             0.380693     -0.013207
2188             0.362162      0.017488
2189             0.386997      0.003642
2190             0.408854      0.064007
2191             0.391043      0.038403
2192             0.386277      0.059941
2193             0.411112      0.046096
2194             0.377371      0.047139
2195             0.402206      0.033294
2196             0.645342     -0.255039
2197             0.623525     -0.268405
2198             0.650919     -0.268053
2199             0.639263     -0.246815
2200             0.662075     -0.294083
2201             0.629103     -0.281420
2202             0.656497     -0.281068
2203             0.650905     -0.303768
2204             0.640011     -0.274737
2205             0.627107     -0.230367
2206             0.617447     -0.260181
2207             0.633185     -0.238591
2208             0.611520     -0.231460
2209             0.628355     -0.253498
2210             0.557925     -0.279646
2211             0.594386     -0.276608
2212             0.565399     -0.264313
2213             0.628565     -0.323137
2214             0.617933     -0.291104
2215             0.639735     -0.313452
2216             0.634419     -0.297436
2217             0.580346     -0.233646
2218             0.601860     -0.261274
2219             0.595933     -0.232553
2220             0.572872     -0.248979
2221             0.606690     -0.246367
2222             0.583629     -0.262793
2223             0.701267     -0.392492
2224             0.679460     -0.411027
2225             0.702930     -0.405795
2226             0.706256     -0.432403
2227             0.681123     -0.424331
2228             0.704593     -0.419099
2229             0.692026     -0.415063
2230             0.629824     -0.449873
2231             0.655645     -0.430154
2232             0.491334      0.106406
2233             0.470712      0.111982
2234             0.485577      0.121209
2235             0.474064      0.150814
2236             0.464955      0.126785
2237             0.479821      0.136012
2238             0.475266      0.123997
2239             0.428420      0.086299
2240             0.449741      0.105280
2241             0.368316     -0.717962
2242             0.412352     -0.721928
2243             0.387870     -0.694663
2244             0.383598     -0.742897
2245             0.487893     -0.698761
2246             0.452211     -0.715528
2247             0.467588     -0.681863
2248             0.484746     -0.720397
2249             0.426979     -0.648067
2250             0.431906     -0.698630
2251             0.407425     -0.671365
2252             0.447283     -0.664965
2253             0.409888     -0.696647
2254             0.449747     -0.690246
2255             0.414161     -0.792766
2256             0.427634     -0.746863
2257             0.398879     -0.767831
2258             0.435591     -0.783067
2259             0.405616     -0.744880
2260             0.478451     -0.763669
2261             0.449064     -0.737164
2262             0.481598     -0.742033
2263             0.457021     -0.773368
2264             0.466905     -0.728780
2265             0.442327     -0.760115
2266             0.564499     -0.799506
2267             0.558628     -0.763649
2268             0.579302     -0.785526
2269             0.545927     -0.789378
2270             0.608907     -0.757565
2271             0.573431     -0.749669
2272             0.594104     -0.771545
2273             0.599264     -0.738092
2274             0.576366     -0.767597
2275             0.518223     -0.704214
2276             0.543203     -0.731885
2277             0.538808     -0.702524
2278             0.515076     -0.725850
2279             0.579977     -0.699145
2280             0.563788     -0.730196
2281             0.589621     -0.718618
2282             0.559393     -0.700835
2283             0.581526     -0.734144
2284             0.551298     -0.716360
2285             0.508782     -0.769121
2286             0.540056     -0.753521
2287             0.527354     -0.779249
2288             0.511929     -0.747485
2289             0.542991     -0.771449
2290             0.527566     -0.739685
2291             0.560982     -0.499712
2292             0.587396     -0.507871
2293             0.578267     -0.490737
2294             0.614556     -0.545765
2295             0.605254     -0.523222
2296             0.621229     -0.533711
2297             0.612836     -0.472786
2298             0.604681     -0.498895
2299             0.595551     -0.481762
2300             0.620082     -0.485059
2301             0.591474     -0.494816
2302             0.634575     -0.509604
2303             0.611927     -0.511168
2304             0.627902     -0.521658
2305             0.627328     -0.497331
2306             0.616578     -0.522440
2307             0.616005     -0.498113
2308             0.593879     -0.372408
2309             0.612251     -0.388001
2310             0.606176     -0.366043
2311             0.587960     -0.385065
2312             0.618045     -0.443748
2313             0.620306     -0.411781
2314             0.604071     -0.432625
2315             0.630955     -0.433889
2316             0.630771     -0.353314
2317             0.624548     -0.381636
2318             0.618473     -0.359678
2319             0.615362     -0.373840
2320             0.576122     -0.410379
2321             0.606332     -0.400658
2322             0.582041     -0.397722
2323             0.590097     -0.421502
2324             0.597146     -0.392862
2325             0.605202     -0.416642
2326             0.656776     -0.414171
2327             0.633217     -0.401922
2328             0.643866     -0.424030
2329             0.632086     -0.417906
2330             0.466067      0.159990
2331             0.440964      0.154313
2332             0.461061      0.169644
2333             0.461513      0.147976
2334             0.451050      0.188952
2335             0.435958      0.163967
2336             0.456055      0.179298
2337             0.434255      0.191983
2338             0.448510      0.166805
2339             0.420423      0.095475
2340             0.425749      0.132808
2341             0.406987      0.111068
2342             0.431083      0.104965
2343             0.400664      0.198044
2344             0.419163      0.166997
2345             0.417459      0.195013
2346             0.393815      0.179447
2347             0.426709      0.179490
2348             0.380116      0.142253
2349             0.412314      0.148400
2350             0.393552      0.126660
2351             0.386965      0.160850
2352             0.409650      0.129734
2353             0.403064      0.163923
2354             0.452404      0.123946
2355             0.436410      0.142298
2356             0.456958      0.135961
2357             0.441744      0.114456
2358             0.448961      0.145137
2359             0.433746      0.123632
2360             0.713294     -0.484007
2361             0.689224     -0.475047
2362             0.711668     -0.470995
2363             0.708415     -0.444971
2364             0.687598     -0.462035
2365             0.710041     -0.457983
2366             0.695848     -0.440935
2367             0.699633     -0.466515
2368             0.631983     -0.462440
2369             0.662121     -0.467858
2370             0.639229     -0.474713
2371             0.644893     -0.452581
2372             0.653721     -0.499258
2373             0.669367     -0.480130
2374             0.646475     -0.486985
2375             0.654298     -0.477422
2376             0.670714     -0.432863
2377             0.675031     -0.457999
2378             0.683281     -0.436899
2379             0.657804     -0.442722
2380             0.685440     -0.449467
2381             0.659962     -0.455290
2382             0.583462     -0.353978
2383             0.581001     -0.332711
2384             0.595759     -0.347613
2385             0.569836     -0.350698
2386             0.549714     -0.291394
2387             0.569751     -0.311850
2388             0.547337     -0.308976
2389             0.567944     -0.289874
2390             0.620354     -0.334884
2391             0.593298     -0.326347
2392             0.608057     -0.341249
2393             0.615038     -0.318868
2394             0.594529     -0.336980
2395             0.542584     -0.344139
2396             0.567375     -0.329432
2397             0.556210     -0.347419
2398             0.544960     -0.326557
2399             0.568605     -0.340065
2400             0.557356     -0.319204
2401             0.604405     -0.286836
2402             0.587982     -0.310330
2403             0.586175     -0.288355
2404             0.609721     -0.302852
2405             0.577963     -0.300102
2406             0.601510     -0.314599
2407             0.509968      0.065331
2408             0.487141      0.074283
2409             0.505034      0.076022
2410             0.499021      0.059434
2411             0.495165      0.097404
2412             0.482207      0.084974
2413             0.500100      0.086713
2414             0.484855      0.100192
2415             0.493620      0.080498
2416             0.432252      0.077296
2417             0.461236      0.078272
2418             0.447210      0.067411
2419             0.442912      0.086787
2420             0.477126      0.047640
2421             0.476194      0.068386
2422             0.488073      0.053537
2423             0.462168      0.057526
2424             0.487607      0.063910
2425             0.461702      0.067899
2426             0.464233      0.105767
2427             0.471896      0.087762
2428             0.474544      0.102979
2429             0.453572      0.096277
2430             0.478375      0.093977
2431             0.457404      0.087274
2432             0.700669     -0.381371
2433             0.677665     -0.377666
2434             0.696557     -0.370680
2435             0.689765     -0.390639
2436             0.688333     -0.349299
2437             0.673553     -0.366975
2438             0.692445     -0.359989
2439             0.672873     -0.348972
2440             0.685055     -0.368828
2441             0.641952     -0.348318
2442             0.658092     -0.366648
2443             0.657412     -0.348645
2444             0.638841     -0.362479
2445             0.665483     -0.357810
2446             0.667958     -0.409175
2447             0.666761     -0.386934
2448             0.678861     -0.399907
2449             0.656178     -0.403050
2450             0.678263     -0.388786
2451             0.632619     -0.390801
2452             0.654981     -0.380809
2453             0.635730     -0.376640
2454             0.644398     -0.396926
2455             0.646911     -0.371644
2456             0.655580     -0.391930
2457             0.710320     -0.536924
2458             0.686881     -0.541694
2459             0.707459     -0.546221
2460             0.701739     -0.564813
2461             0.684020     -0.550990
2462             0.704599     -0.555517
2463             0.690547     -0.567584
2464             0.695740     -0.548605
2465             0.633196     -0.553797
2466             0.661173     -0.547318
2467             0.644852     -0.560240
2468             0.639868     -0.541743
2469             0.668165     -0.573127
2470             0.672829     -0.553761
2471             0.679356     -0.570356
2472             0.656509     -0.566684
2473             0.681688     -0.560673
2474             0.658841     -0.557001
2475             0.653214     -0.517636
2476             0.667846     -0.535264
2477             0.646541     -0.529690
2478             0.653857     -0.538504
2479             0.555098     -0.506458
2480             0.569743     -0.528108
2481             0.554270     -0.530514
2482             0.568305     -0.510537
2483             0.608672     -0.552511
2484             0.587601     -0.543459
2485             0.589986     -0.561216
2486             0.604021     -0.541239
2487             0.552615     -0.578626
2488             0.568915     -0.552164
2489             0.553443     -0.554570
2490             0.571301     -0.569921
2491             0.561593     -0.541339
2492             0.579451     -0.556690
2493             0.594719     -0.518696
2494             0.582950     -0.532187
2495             0.581512     -0.514616
2496             0.599370     -0.529967
2497             0.575627     -0.521362
2498             0.593485     -0.536713
2499             0.713767     -0.528244
2500             0.697222     -0.515652
2501             0.714589     -0.516730
2502             0.702047     -0.530628
2503             0.716234     -0.493704
2504             0.698044     -0.504139
2505             0.715412     -0.505217
2506             0.704199     -0.489224
2507             0.706317     -0.510434
2508             0.656661     -0.508955
2509             0.678187     -0.509222
2510             0.664484     -0.499391
2511             0.663977     -0.517769
2512             0.680129     -0.480264
2513             0.686009     -0.499658
2514             0.692164     -0.484744
2515             0.672307     -0.489828
2516             0.695104     -0.494441
2517             0.675247     -0.499525
2518             0.678608     -0.535398
2519             0.685502     -0.518036
2520             0.690328     -0.533013
2521             0.671293     -0.526584
2522             0.693775     -0.524332
2523             0.674740     -0.517903
